"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","trt1_name","trt1_details","trt2_name","trt2_details","trt2_group1","trt2_group2","crop_type","system_group1","system_group2","mgmt_intention","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1267",1267,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",2.923077,2,"NA","NA",6.923077,"NA","monocrop","bean","intercrop","bean;maize",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",136.84,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1268",1268,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",2.923077,3,"NA","NA",11.53846,"NA","monocrop","bean","intercrop","bean;potato",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",294.74,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1269",1269,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",2.923077,4,"NA","NA",5.692308,"NA","monocrop","bean","intercrop","bean;maize;sunflower",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",94.74,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1270",1270,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",2.923077,5,"NA","NA",11.23077,"NA","monocrop","bean","intercrop","bean;potato;sunflower",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",284.21,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1271",1271,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",1,"NA","NA",6.615385,4,"NA","NA",5.692308,"NA","intercrop","bean;sunflower","intercrop","bean;maize;sunflower",3,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-13.95,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1272",1272,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",1,"NA","NA",6.615385,5,"NA","NA",11.23077,"NA","intercrop","bean;sunflower","intercrop","bean;potato;sunflower",3,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",69.77,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1273",1273,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",2,"NA","NA",6.923077,4,"NA","NA",5.692308,"NA","intercrop","bean;maize","intercrop","bean;maize;sunflower",3,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-17.78,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1274",1274,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",3,"NA","NA",11.53846,5,"NA","NA",11.23077,"NA","intercrop","bean;potato","intercrop","bean;potato;sunflower",3,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-2.67,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1275",1275,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",4.222222,1,"NA","NA",3.466667,"NA","monocrop","bean","intercrop","bean;sunflower",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-17.89,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1276",1276,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",4.222222,2,"NA","NA",3.955556,"NA","monocrop","bean","intercrop","bean;maize",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-6.32,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1277",1277,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",4.222222,3,"NA","NA",8.933333,"NA","monocrop","bean","intercrop","bean;potato",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",111.58,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1278",1278,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",4.222222,4,"NA","NA",4.222222,"NA","monocrop","bean","intercrop","bean;maize;sunflower",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",0,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1279",1279,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",4.222222,5,"NA","NA",5.733333,"NA","monocrop","bean","intercrop","bean;potato;sunflower",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",35.79,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1280",1280,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",1,"NA","NA",3.466667,4,"NA","NA",4.222222,"NA","intercrop","bean;sunflower","intercrop","bean;maize;sunflower",3,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",21.79,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1281",1281,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",1,"NA","NA",3.466667,5,"NA","NA",5.733333,"NA","intercrop","bean;sunflower","intercrop","bean;potato;sunflower",3,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",65.38,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1282",1282,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",2,"NA","NA",3.955556,4,"NA","NA",4.222222,"NA","intercrop","bean;maize","intercrop","bean;maize;sunflower",3,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",6.74,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1283",1283,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",3,"NA","NA",8.933333,5,"NA","NA",5.733333,"NA","intercrop","bean;potato","intercrop","bean;potato;sunflower",3,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-35.82,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1284",1284,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",12.44444,1,"NA","NA",7.955556,"NA","monocrop","bean","intercrop","bean;sunflower",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-36.07,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1285",1285,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",12.44444,2,"NA","NA",4.444444,"NA","monocrop","bean","intercrop","bean;maize",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-64.29,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1286",1286,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",12.44444,3,"NA","NA",8.933333,"NA","monocrop","bean","intercrop","bean;potato",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-28.21,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1287",1287,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",12.44444,4,"NA","NA",9.955556,"NA","monocrop","bean","intercrop","bean;maize;sunflower",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-20,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1288",1288,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",12.44444,5,"NA","NA",5.466667,"NA","monocrop","bean","intercrop","bean;potato;sunflower",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-56.07,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1289",1289,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",1,"NA","NA",7.955556,4,"NA","NA",9.955556,"NA","intercrop","bean;sunflower","intercrop","bean;maize;sunflower",3,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",25.14,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1290",1290,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",1,"NA","NA",7.955556,5,"NA","NA",5.466667,"NA","intercrop","bean;sunflower","intercrop","bean;potato;sunflower",3,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-31.28,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1291",1291,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",2,"NA","NA",4.444444,4,"NA","NA",9.955556,"NA","intercrop","bean;maize","intercrop","bean;maize;sunflower",3,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",124,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1292",1292,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at flowering, long rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",3,"NA","NA",8.933333,5,"NA","NA",5.466667,"NA","intercrop","bean;potato","intercrop","bean;potato;sunflower",3,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-38.81,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1293",1293,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",1.507692,1,"NA","NA",1.249231,"NA","monocrop","bean","intercrop","bean;sunflower",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",-17.14,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1294",1294,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",1.507692,2,"NA","NA",3.015385,"NA","monocrop","bean","intercrop","bean;maize",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",100,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1295",1295,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",1.507692,3,"NA","NA",7.021538,"NA","monocrop","bean","intercrop","bean;potato",2,"Legume & Non-Legume","Vegetable","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",365.71,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
"1296",1296,"Continuous cover",4021,"2009-1","1","1","Pests","Invertebrate Pests","Thrips","mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, short rains","NA","NA","# Frankliniella schultzei/plant","ANOVA","mean",0,"NA","NA",1.507692,4,"NA","NA",3.747692,"NA","monocrop","bean","intercrop","bean;maize;sunflower",2,"Legume & Non-Legume","Vegetable;Cereal","Uniform","Rainfed","Pest Management","Negative","assumed societal harm",NA,"NA","NA","NA",148.57,"Pests | Invertebrate Pests | Thrips","Negative | assumed societal harm"
