"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Pest Management",85,"2006-2","1","1","Crop Yields","Crop Damage","Corn lodging","lodged maize plants","NA","NA","%","LSD","mean",0,"2","NA",0,1,"2","NA",0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Damage | Corn lodging","NA | NA"
"266","Pest Management",74,"1989-2","1","1","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",23.6,1,"NA","NA",4.6,"0.05","untreated_bandI","untreated","untreated maize seed","organophosphate (XRM-4901)","banded insecticide, organophosphate (XRM-4901)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-80.51,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"267","Pest Management",73,"2000-3","1","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",25.9,6,"NA","NA",7.4,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.135 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-18.5,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"268","Pest Management",73,"2000-3","1","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",25.9,7,"NA","NA",5.4,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.27 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-20.5,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"269","Pest Management",73,"2000-3","1","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",25.9,8,"NA","NA",1.9,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.54 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-24,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"270","Pest Management",73,"2000-3","1","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",25.9,9,"NA","NA",3.8,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.6775 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-22.1,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"271","Pest Management",73,"2000-3","1.5","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",28.4,6,"NA","NA",12.6,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.135 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-15.8,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"272","Pest Management",73,"2000-3","1.5","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",28.4,7,"NA","NA",10.7,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.27 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-17.7,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"273","Pest Management",73,"2000-3","1.5","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",28.4,8,"NA","NA",7.5,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.54 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-20.9,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"274","Pest Management",73,"2000-3","1.5","2","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",28.4,9,"NA","NA",8.3,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.6775 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-20.1,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"275","Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",2,6,"7","NA",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-2,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"276","Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",0,6,"7","NA",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"277","Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",0,6,"7","NA",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"278","Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",3,6,"8","NA",2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-1,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"279","Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",3,6,"8","NA",2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-1,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"280","Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",23,6,"8","NA",33,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,10,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"281","Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"9","NA",3,6,"9","NA",2,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-1,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"282","Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"9","NA",1,6,"9","NA",3,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,2,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"283","Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"9","NA",27,6,"9","NA",40,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,13,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"284","Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",2,2,"7","NA",1,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,-1,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"285","Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",0,2,"7","NA",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"286","Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (reduction in vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",0,2,"7","NA",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil",NA,NA,NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (reduction in vigor)","NA | NA"
"287","Pest Management",95,"2002-3","1","1","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",6.62,1,"NA","NA",7.04,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,6.34,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"288","Pest Management",95,"2002-3","1","2","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,1,"NA","NA",4.86,"0.05","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-54.02,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"289","Pest Management",95,"2002-3","1","3","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,1,"NA","NA",10.32,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-2.37,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"290","Pest Management",73,"2000-3","1","1","Pests","Pathogens","Corn (infection of leaf tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",40.8,6,"NA","NA",14.5,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.135 mg ai / seed)","Neonicotinoid (Insecticide)","Seed",NA,NA,NA,NA,NA,NA,-26.3,"Pests | Pathogens | Corn (infection of leaf tissue)","NA | NA"
"291","Pest Management",95,"2002-3","2","1;2;3","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.87,8,"NA","NA",1.36,"0.05","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-52.61,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"292","Pest Management",95,"2002-3","3","1;2;3","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.08,8,"NA","NA",1.55,"ns","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-25.48,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"293","Pest Management",95,"2002-3","1","1","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",6.62,5,"NA","NA",7.7,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,16.31,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"294","Pest Management",95,"2002-3","1","2","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,5,"NA","NA",6.84,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-35.29,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"295","Pest Management",95,"2002-3","1","3","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,5,"NA","NA",11.58,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,9.56,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"296","Pest Management",95,"2002-3","2","1;2;3","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.87,5,"NA","NA",2.03,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-29.27,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"297","Pest Management",95,"2002-3","3","1;2;3","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.08,5,"NA","NA",1.78,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar",NA,NA,NA,NA,NA,NA,-14.42,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"298","Pest Management",95,"2002-3","1","1","Pests","Invertebrate Pests","Bean leaf beetles on soybeans","total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",6.62,7,"NA","NA",7.21,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar",NA,NA,NA,NA,NA,NA,8.91,"Pests | Invertebrate Pests | Bean leaf beetles on soybeans","NA | NA"
"299","Pest Management",77,"1987-2","1","1","Crop Yields","Stand Count","Soybean","total number soybean plants per 1.5 m","NA","NA","#","Duncan","mean",0,"NA","NA",38.4,3,"NA","NA",37.6,"ns","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed in a bucket","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-2.08,"Crop Yields | Stand Count | Soybean","NA | NA"
"300","Pest Management",77,"1987-2","1","1","Crop Yields","Stand Count","Soybean","total number soybean plants per 1.5 m","NA","NA","#","Duncan","mean",0,"NA","NA",38.4,4,"NA","NA",35.5,"0.05","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed hopper box treatment","Fungicide","Seed",NA,NA,NA,NA,NA,NA,-7.55,"Crop Yields | Stand Count | Soybean","NA | NA"
