"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",3000,"2011-3","1;2;3","1","Crop Yields","Grain Quality","Corn Grain Weight & Moisture Content","maize grain moisture","168 kg N/ha","NA","NA","g/kg","LSD","mean","0","NA","NA",191,"1","NA","NA",196,"ns","0","timing_fall_preplant","Fall","fall applied, 168 kg N/ha","Spring","spring applied, 168 kg N/ha","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,2.62,"Crop Yields | Grain Quality | Corn Grain Weight & Moisture Content","Positive | assumed societal benefit"
"543","Nutrient Management",140,"1986-3","1","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting","NA","NA","Mg/ha","LSD","mean","3","NA","NA",10.6,"6","NA","NA",10.8,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","early maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,1.89,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"544","Nutrient Management",140,"1986-3","1","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","1","NA","NA",9.4,"4","NA","NA",9.3,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-1.06,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"545","Nutrient Management",140,"1986-3","1","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","3","NA","NA",9.2,"6","NA","NA",9.5,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,3.26,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"546","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting, hybrid 1","NA","NA","Mg/ha","LSD","mean","1","NA","NA",5.9,"4","NA","NA",6.3,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","early maize planting (hybrid 1) fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,6.78,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"547","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting, hybrid 1","NA","NA","Mg/ha","LSD","mean","2","NA","NA",6.3,"5","NA","NA",6.1,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (168 kg N/ha)","Early Season","early maize planting (hybrid 1) fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-3.17,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"548","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting, hybrid 1","NA","NA","Mg/ha","LSD","mean","3","NA","NA",6.3,"6","NA","NA",6.1,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","early maize planting (hybrid 1) fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-3.17,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"549","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting, hybrid 1","NA","NA","Mg/ha","LSD","mean","1","NA","NA",2.4,"4","NA","NA",2.3,"ns","0","timing_preplant_splitV4","Preplant","late maize planting (hybrid 1) fertilized with preplant nitrogen (112 kg N/ha)","Early Season","late maize planting (hybrid 1) fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-4.17,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"550","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting, hybrid 1","NA","NA","Mg/ha","LSD","mean","2","NA","NA",2.4,"5","NA","NA",2.1,"ns","0","timing_preplant_splitV4","Preplant","late maize planting (hybrid 1) fertilized with preplant nitrogen (168 kg N/ha)","Early Season","late maize planting (hybrid 1) fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-12.5,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"551","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting, hybrid 1","NA","NA","Mg/ha","LSD","mean","3","NA","NA",1.6,"6","NA","NA",1.8,"ns","0","timing_preplant_splitV4","Preplant","late maize planting (hybrid 1) fertilized with preplant nitrogen (224 kg N/ha)","Early Season","late maize planting (hybrid 1) fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,12.5,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"552","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting, hybrid 2","NA","NA","Mg/ha","LSD","mean","1","NA","NA",5.7,"4","NA","NA",5.7,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","early maize planting (hybrid 2) fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"553","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting, hybrid 2","NA","NA","Mg/ha","LSD","mean","2","NA","NA",5.6,"5","NA","NA",5.2,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (168 kg N/ha)","Early Season","early maize planting (hybrid 2) fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-7.14,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"554","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting, hybrid 2","NA","NA","Mg/ha","LSD","mean","3","NA","NA",5.2,"6","NA","NA",5.1,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","early maize planting (hybrid 2) fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-1.92,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"555","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting, hybrid 2","NA","NA","Mg/ha","LSD","mean","1","NA","NA",2.8,"4","NA","NA",2.5,"ns","0","timing_preplant_splitV4","Preplant","late maize planting (hybrid 2) fertilized with preplant nitrogen (112 kg N/ha)","Early Season","late maize planting (hybrid 2) fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-10.71,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"556","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting, hybrid 2","NA","NA","Mg/ha","LSD","mean","2","NA","NA",2.3,"5","NA","NA",2.3,"ns","0","timing_preplant_splitV4","Preplant","late maize planting (hybrid 2) fertilized with preplant nitrogen (168 kg N/ha)","Early Season","late maize planting (hybrid 2) fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"557","Nutrient Management",140,"1986-3","2","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting, hybrid 2","NA","NA","Mg/ha","LSD","mean","3","NA","NA",2.2,"6","NA","NA",1.9,"ns","0","timing_preplant_splitV4","Preplant","late maize planting (hybrid 2) fertilized with preplant nitrogen (224 kg N/ha)","Early Season","late maize planting (hybrid 2) fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-13.64,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"558","Nutrient Management",140,"1986-3","3","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting","NA","NA","Mg/ha","LSD","mean","1","NA","NA",8.6,"4","NA","NA",8.7,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","early maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,1.16,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"559","Nutrient Management",140,"1986-3","3","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting","NA","NA","Mg/ha","LSD","mean","2","NA","NA",9,"5","NA","NA",9.4,"0.05","1","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (168 kg N/ha)","Early Season","early maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,4.44,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"560","Nutrient Management",140,"1986-3","3","1","Crop Yields","Grain Yields","Corn","maize grain yield","early planting","NA","NA","Mg/ha","LSD","mean","3","NA","NA",9.5,"6","NA","NA",9.5,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","early maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"561","Nutrient Management",140,"1986-3","3","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","1","NA","NA",8.3,"4","NA","NA",8,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-3.61,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"562","Nutrient Management",140,"1986-3","3","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","2","NA","NA",8.7,"5","NA","NA",8.5,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (168 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-2.3,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"563","Nutrient Management",140,"1986-3","3","1","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","3","NA","NA",8.9,"6","NA","NA",8.7,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-2.25,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"564","Nutrient Management",140,"1986-3","2","2","Crop Yields","Grain Yields","Corn","maize grain yield","early planting","NA","NA","Mg/ha","LSD","mean","1","NA","NA",9.7,"4","NA","NA",9.3,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","early maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-4.12,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"565","Nutrient Management",140,"1986-3","2","2","Crop Yields","Grain Yields","Corn","maize grain yield","early planting","NA","NA","Mg/ha","LSD","mean","2","NA","NA",9.9,"5","NA","NA",10.1,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (168 kg N/ha)","Early Season","early maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,2.02,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"566","Nutrient Management",140,"1986-3","2","2","Crop Yields","Grain Yields","Corn","maize grain yield","early planting","NA","NA","Mg/ha","LSD","mean","3","NA","NA",9.5,"6","NA","NA",9.5,"ns","0","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","early maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"567","Nutrient Management",140,"1986-3","2","2","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","1","NA","NA",8.1,"4","NA","NA",7.8,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-3.7,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"568","Nutrient Management",140,"1986-3","2","2","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","2","NA","NA",8,"5","NA","NA",7.8,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (168 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 112 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,-2.5,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"569","Nutrient Management",140,"1986-3","2","2","Crop Yields","Grain Yields","Corn","maize grain yield","late planting","NA","NA","Mg/ha","LSD","mean","3","NA","NA",7.4,"6","NA","NA",7.9,"ns","0","timing_preplant_splitV4","Preplant","late maize planting fertilized with preplant nitrogen (224 kg N/ha)","Early Season","late maize planting fertilzed with split nitrogen application (56 kg N/ha at preplant and 168 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,6.76,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"570","Nutrient Management",140,"1986-3","3","2","Crop Yields","Grain Yields","Corn","maize grain yield","early planting, hybrid 1","NA","NA","Mg/ha","LSD","mean","1","NA","NA",5.9,"4","NA","NA",6.6,"0.05","1","timing_preplant_splitV4","Preplant","early maize planting fertilized with preplant nitrogen (112 kg N/ha)","Early Season","early maize planting (hybrid 1) fertilzed with split nitrogen application (56 kg N/ha at preplant and 56 kg N/ha V4-6 stage)","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,11.86,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
