"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover crop",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3  water/cm^3 soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil moisture","NA | NA"
"434","Cover crop",52,"2008-4","2","1","Other Soil Properties","Soil Structure","Aggregate size","water stable aggregates in soybean","0-5 cm","0-30 cm","%","LSD","mean",0,"NA","NA",27.7,1,"NA","NA",29.8,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,2.1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"435","Cover crop",52,"2008-4","3","1","Other Soil Properties","Soil Structure","Aggregate size","water stable aggregates in soybean","0-5 cm","0-30 cm","%","LSD","mean",0,"NA","NA",37.5,1,"NA","NA",40.6,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,3.1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"436","Cover crop",52,"2008-4","1","1","Other Soil Properties","Soil Structure","Aggregate size","water stable aggregates in maize","0-5 cm","0-30 cm","%","LSD","mean",0,"NA","NA",32.1,1,"NA","NA",31.8,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,-0.3,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"437","Cover crop",52,"2008-4","2","1","Other Soil Properties","Soil Structure","Aggregate size","water stable aggregates in maize","0-5 cm","0-30 cm","%","LSD","mean",0,"NA","NA",24.9,1,"NA","NA",31.9,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,7,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"438","Cover crop",52,"2008-4","3","1","Other Soil Properties","Soil Structure","Aggregate size","water stable aggregates in maize","0-5 cm","0-30 cm","%","LSD","mean",0,"NA","NA",37.1,1,"NA","NA",40,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,2.9,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"439","Cover crop",5,"2014-2","1;2","1;2;3;4;5;6;7;8;9;10;11;12;13","Pests","Weeds","Waterhemp","control of common waterhemp (21 days post planting)",NA,"NA","%","LSD","mean",0,"3","NA",6.1,1,"3","NA",46.3,"0.05","-1","mono","no cover crop","no cover crop, no herbicide treatments","winter rye","cereal rye cover crop, no herbicide treatments","Single species","Non-legume",NA,NA,NA,NA,NA,NA,40.2,"Pests | Weeds | Waterhemp","NA | NA"
"440","Cover crop",5,"2014-2","1;2","1;2;3;4;5;6;7;8;9;10;11;12;13","Pests","Weeds","Waterhemp","control of common waterhemp (at harvest)",NA,"NA","%","LSD","mean",0,"3","NA",4.4,2,"3","NA",3,"ns","0","mono","no cover crop","no cover crop, no herbicide treatments","oat, Italian ryegrass, or forage radish","oat, Italian ryegrass, or forage radish (spring oat, Italian ryegrass, forage radish), no herbicide treatments","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-1.4,"Pests | Weeds | Waterhemp","NA | NA"
"441","Cover crop",5,"2014-2","1;2","1;2;3;4;5;6;7;8;9;10;11;12;13","Pests","Weeds","Waterhemp","control of common waterhemp (at harvest)",NA,"NA","%","LSD","mean",0,"3","NA",4.4,1,"3","NA",19.3,"0.05","-1","mono","no cover crop","no cover crop, no herbicide treatments","winter rye","cereal rye cover crop, no herbicide treatments","Single species","Non-legume",NA,NA,NA,NA,NA,NA,14.9,"Pests | Weeds | Waterhemp","NA | NA"
"442","Cover crop",5,"2014-2","1;2","1;2;3;4;5;6;7;8;9;10;11;12;13","Pests","Weeds","Waterhemp","control of common waterhemp (21 days post planting)",NA,"NA","%","LSD","mean",1,"3","NA",46.3,2,"3","NA",13.2,"0.05","NA","mono_mono","winter rye","cereal rye cover crop, no herbicide treatments","oat, Italian ryegrass, or forage radish","oat, Italian ryegrass, or forage radish (spring oat, Italian ryegrass, forage radish), no herbicide treatments","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-33.1,"Pests | Weeds | Waterhemp","NA | NA"
"443","Cover crop",5,"2014-2","1;2","1;2;3;4;5;6;7;8;9;10;11;12;13","Pests","Weeds","Waterhemp","control of common waterhemp (at harvest)",NA,"NA","%","LSD","mean",1,"3","NA",19.3,2,"3","NA",3,"0.05","NA","mono_mono","winter rye","cereal rye cover crop, no herbicide treatments","oat, Italian ryegrass, or forage radish","oat, Italian ryegrass, or forage radish (spring oat, Italian ryegrass, forage radish), no herbicide treatments","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-16.3,"Pests | Weeds | Waterhemp","NA | NA"
"444","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",513.2,9,"NA","NA",419,"0.05","NA","mono_mono","Austrian winter peas","Austrian winter peas cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-18.36,"Pests | Weeds | Waterhemp","NA | NA"
"445","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",513.2,2,"NA","NA",490.9,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","hairy vetch","hairy vetch cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,-4.35,"Pests | Weeds | Waterhemp","NA | NA"
"446","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",513.2,3,"NA","NA",478.5,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","clover","crimson clover cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,-6.76,"Pests | Weeds | Waterhemp","NA | NA"
"447","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",513.2,4,"NA","NA",481,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","forage radish","oilseed radish cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-6.27,"Pests | Weeds | Waterhemp","NA | NA"
"448","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",513.2,5,"NA","NA",457.4,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","oat","winter oats cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-10.87,"Pests | Weeds | Waterhemp","NA | NA"
"449","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,2,"NA","NA",109.6,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","hairy vetch","hairy vetch cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,9.6,"Pests | Weeds | Waterhemp","NA | NA"
"450","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,3,"NA","NA",113.4,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","clover","crimson clover cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,13.4,"Pests | Weeds | Waterhemp","NA | NA"
"451","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,4,"NA","NA",107.9,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","forage radish","oilseed radish cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,7.9,"Pests | Weeds | Waterhemp","NA | NA"
"452","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,5,"NA","NA",102.7,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","oat","winter oats cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,2.7,"Pests | Weeds | Waterhemp","NA | NA"
"453","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,6,"NA","NA",129.1,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","Italian ryegrass","annual ryegrass cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,29.1,"Pests | Weeds | Waterhemp","NA | NA"
"454","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,7,"NA","NA",113.4,"ns","0","mono_mix_2","Austrian winter peas","Austrian winter peas cover crop","winter rye + hairy vetch","cereal rye/hairy vetch cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,13.4,"Pests | Weeds | Waterhemp","NA | NA"
"455","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,8,"NA","NA",86.3,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","winter rye","cereal rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-13.7,"Pests | Weeds | Waterhemp","NA | NA"
"456","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",1,"NA","NA",100,9,"NA","NA",99,"ns","0","mono_mono","Austrian winter peas","Austrian winter peas cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-1,"Pests | Weeds | Waterhemp","NA | NA"
"457","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",490.9,6,"NA","NA",381.8,"0.05","NA","mono_mono","hairy vetch","hairy vetch cover crop","Italian ryegrass","annual ryegrass cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-22.22,"Pests | Weeds | Waterhemp","NA | NA"
"458","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",490.9,7,"NA","NA",321.1,"0.05","NA","mono_mono","hairy vetch","hairy vetch cover crop","winter rye + hairy vetch","cereal rye/hairy vetch cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,-34.59,"Pests | Weeds | Waterhemp","NA | NA"
"459","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",490.9,8,"NA","NA",245.5,"0.05","NA","mono_mono","hairy vetch","hairy vetch cover crop","winter rye","cereal rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-49.99,"Pests | Weeds | Waterhemp","NA | NA"
"460","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",490.9,9,"NA","NA",419,"0.05","NA","mono_mono","hairy vetch","hairy vetch cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-14.65,"Pests | Weeds | Waterhemp","NA | NA"
"461","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",490.9,3,"NA","NA",478.5,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","clover","crimson clover cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,-2.53,"Pests | Weeds | Waterhemp","NA | NA"
"462","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",490.9,4,"NA","NA",481,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","forage radish","oilseed radish cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-2.02,"Pests | Weeds | Waterhemp","NA | NA"
"463","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",490.9,5,"NA","NA",457.4,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","oat","winter oats cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-6.82,"Pests | Weeds | Waterhemp","NA | NA"
"464","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",109.6,3,"NA","NA",113.4,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","clover","crimson clover cover crop","Mixture comparisons","Legume",NA,NA,NA,NA,NA,NA,3.47,"Pests | Weeds | Waterhemp","NA | NA"
"465","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",109.6,4,"NA","NA",107.9,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","forage radish","oilseed radish cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-1.55,"Pests | Weeds | Waterhemp","NA | NA"
"466","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",109.6,5,"NA","NA",102.7,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","oat","winter oats cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-6.3,"Pests | Weeds | Waterhemp","NA | NA"
"467","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",109.6,6,"NA","NA",129.1,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","Italian ryegrass","annual ryegrass cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,17.79,"Pests | Weeds | Waterhemp","NA | NA"
"468","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",109.6,7,"NA","NA",113.4,"ns","0","mono_mix_2","hairy vetch","hairy vetch cover crop","winter rye + hairy vetch","cereal rye/hairy vetch cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,3.47,"Pests | Weeds | Waterhemp","NA | NA"
"469","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",109.6,8,"NA","NA",86.3,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","winter rye","cereal rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-21.26,"Pests | Weeds | Waterhemp","NA | NA"
"470","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of late season waterhemp",NA,"NA","#/m^2","LSD","mean",2,"NA","NA",109.6,9,"NA","NA",99,"ns","0","mono_mono","hairy vetch","hairy vetch cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-9.67,"Pests | Weeds | Waterhemp","NA | NA"
"471","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",3,"NA","NA",478.5,6,"NA","NA",381.8,"0.05","NA","mono_mono","clover","crimson clover cover crop","Italian ryegrass","annual ryegrass cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-20.21,"Pests | Weeds | Waterhemp","NA | NA"
"472","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",3,"NA","NA",478.5,7,"NA","NA",321.1,"0.05","NA","mono_mix_2","clover","crimson clover cover crop","winter rye + hairy vetch","cereal rye/hairy vetch cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,-32.89,"Pests | Weeds | Waterhemp","NA | NA"
"473","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",3,"NA","NA",478.5,8,"NA","NA",245.5,"0.05","NA","mono_mono","clover","crimson clover cover crop","winter rye","cereal rye cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-48.69,"Pests | Weeds | Waterhemp","NA | NA"
"474","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",3,"NA","NA",478.5,4,"NA","NA",481,"ns","0","mono_mono","clover","crimson clover cover crop","forage radish","oilseed radish cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,0.52,"Pests | Weeds | Waterhemp","NA | NA"
"475","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",3,"NA","NA",478.5,5,"NA","NA",457.4,"ns","0","mono_mono","clover","crimson clover cover crop","oat","winter oats cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-4.41,"Pests | Weeds | Waterhemp","NA | NA"
"476","Cover crop",42,"2013-3","1;2;3","1;2","Pests","Weeds","Waterhemp","density of early season waterhemp",NA,"NA","#/m^2","LSD","mean",3,"NA","NA",478.5,9,"NA","NA",419,"ns","0","mono_mono","clover","crimson clover cover crop","winter wheat","winter wheat cover crop","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-12.43,"Pests | Weeds | Waterhemp","NA | NA"
"477","Cover crop",6,"1989-2","1","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","kg/ha","LSD","mean",0,"NA","NA",5850,1,"NA","NA",3840,"0.05","-1","mono","no cover crop","soybean stubble (no cover crop)","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-34.36,"Crop Yields | Grain Production | Corn","NA | NA"
"478","Cover crop",6,"1989-2","2","1","Crop Yields","Grain Production","Corn","maize grain yield",NA,"NA","kg/ha","LSD","mean",0,"NA","NA",5330,1,"NA","NA",1740,"0.05","-1","mono","no cover crop","soybean stubble (no cover crop)","winter rye","winter rye cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-67.35,"Crop Yields | Grain Production | Corn","NA | NA"
