"","...1","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_timeseries","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","tillage_1","tillage_2","trt_compare","crop_type","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1",1,"Tillage",6000,"2017-2","1",1,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",3.93,1,"NA","NA",5.89,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",49.87,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"218",218,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, nitrogen mineral fertilizer, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3","NA",19.42,1,"3","NA",56.01,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",188.41,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"219",219,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, nitrogen mineral fertilizer & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4","NA",29.13,1,"4","NA",22.22,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-23.72,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"220",220,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5","NA",38.36,1,"5","NA",16.82,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-56.15,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"221",221,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, animal manure, legume intercrop, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6","NA",25.97,1,"6","NA",7.89,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-69.62,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"222",222,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, animal manure, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7","NA",25.86,1,"7","NA",31.36,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",21.27,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"223",223,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, phosphorus mineral fertilizer, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8","NA",23.74,1,"8","NA",31.02,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",30.67,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"224",224,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, unfertilized, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2","NA",40.42,1,"2","NA",26.361,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-34.78,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"225",225,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, nitrogen mineral fertilizer, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3","NA",22.76,1,"3","NA",18.91,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-16.92,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"226",226,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, nitrogen mineral fertilizer & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4","NA",45.64,1,"4","NA",34.15,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-25.18,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"227",227,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5","NA",43.36,1,"5","NA",22.36,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-48.43,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"228",228,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, animal manure, legume intercrop, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6","NA",40.02,1,"6","NA",24.83,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-37.96,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"229",229,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, animal manure, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7","NA",31.14,1,"7","NA",29.18,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-6.29,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"230",230,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, phosphorus mineral fertilizer, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8","NA",36.88,1,"8","NA",44.81,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",21.5,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"231",231,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, unfertilized, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2","NA",14.54,1,"2","NA",2.83,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-80.54,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"232",232,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, nitrogen mineral fertilizer, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3","NA",22.22,1,"3","NA",16.1,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-27.54,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"233",233,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, nitrogen mineral fertilizer & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4","NA",9.9,1,"4","NA",16.67,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",68.38,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"234",234,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5","NA",15.06,1,"5","NA",11.83,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-21.45,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"235",235,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, animal manure, legume intercrop, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6","NA",12.22,1,"6","NA",10.51,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-13.99,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"236",236,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, animal manure, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7","NA",11.33,1,"7","NA",10.99,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-3,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"237",237,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, phosphorus mineral fertilizer, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8","NA",15.02,1,"8","NA",13.79,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-8.19,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"238",238,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, unfertilized, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2","NA",7.39,1,"2","NA",9.78,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",32.34,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"239",239,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, nitrogen mineral fertilizer, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3","NA",8.76,1,"3","NA",9.81,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",11.99,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"240",240,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, nitrogen mineral fertilizer & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4","NA",10.21,1,"4","NA",5.3,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-48.09,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"241",241,"Tillage",6003,"2016-2","1",1,"Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5","NA",17.04,1,"5","NA",6.53,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-61.68,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
